Year,Month,Day,ETH to USD,Latency - 100 GWei,Deploy (StackelbergGameOffChain),Deploy (StackelbergGameOnChain),grantRole,revokeRole,initialize,input,initEvaluation,output (StackelbergGameOffChain),output (StackelbergGameOnChain)
2022,8,12,1959.26,45.0,435.04819707200005,529.472185734,10.193637928000001,5.90325038,13.798676328,25.461563330000004,6.037263764,45.998722576000006,57.061292314
2022,8,13,1984.29,45.00690131124914,440.60603848799997,536.236315461,10.323864012,5.978665769999999,13.974957611999999,25.786840695000002,6.114391206,46.586366904,57.790263530999994
2022,8,14,1936.02,45.0,429.887820144,523.191787218,10.072724855999999,5.833228259999999,13.635001655999998,25.159547909999997,5.965652028,45.453103152,56.384452878000005
2022,8,15,1899.64,45.0,421.80974300800005,513.360423276,9.883446992,5.72361532,13.378784592,24.686771620000002,5.853550696,44.598988064,55.324925396000005
2022,8,16,1877.16,48.17217787913341,416.818121952,507.2854078440001,9.766488048000001,5.655883080000001,13.220462448000001,24.394632780000002,5.7842808240000005,44.07121161600001,54.670220124000004
2022,8,17,1834.04,45.012248022454706,407.243446688,495.632620236,9.542143312,5.52596252,12.916776912,23.83426682,5.651410856,43.058857503999995,53.414397556000004
2022,8,18,1846.36,45.0,409.979068192,498.961988124,9.606241808,5.56308268,13.003544208000001,23.994371379999997,5.689373703999999,43.348101536,53.773204004
2022,8,19,1609.05,45.05181226765799,357.28504716,434.83112014499994,8.37156534,4.848067649999999,11.33221734,20.910409274999996,4.9581266699999995,37.776632279999994,46.861811294999995
2022,8,20,1575.73,45.0,349.88643445599996,425.826693357,8.198208044,4.74767449,11.097551244,20.477399215,4.855454422,36.994358647999995,45.891402946999996
2022,8,21,1617.86,45.0,359.241282992,437.211942474,8.417402008,4.87461218,11.394264408,21.02489963,4.985273803999999,37.983469936,47.118392854
2022,8,22,1624.65,45.17080291970803,360.74898348000005,439.046878185,8.452729020000001,4.89507045,11.44208502,21.113139075000003,5.0061965100000005,38.142882840000006,47.316144135
2022,8,23,1664.76,45.0,369.655296672,449.886240684,8.661413328,5.0159218800000005,11.724571728,21.634388580000003,5.129791464,39.084569376,48.484303764
2022,8,24,1656.52,45.06239419588876,367.82562774400003,447.659455668,8.618542256,4.99109476,11.666539056,21.52730566,5.104400728000001,38.891113952,48.244322828
2022,8,25,1695.85,54.56122448979592,376.55874412,458.288030265,8.823168379999998,5.1095960499999995,11.943532379999999,22.038418675,5.2255921899999995,39.814487959999994,49.389765815
2022,8,26,1508.09,45.0,334.867161848,407.547598881,7.846290652,4.54387517,10.621176252,19.598383594999998,4.647028526,35.406333784,43.921462350999995
2022,8,27,1491.26,45.0,331.13010747199996,402.99944453399996,7.758727528,4.49316638,10.502645928,19.37966933,4.595168564,35.011205776,43.431307114
2022,8,28,1426.4,45.0,316.72812608,385.47161976,7.42127392,4.2977432,10.04584992,18.5367812,4.39530896,33.48844864,41.54233096
2022,8,29,1552.4,45.017025804735304,344.70607328,419.5219731600001,8.076826720000001,4.6773812,10.93324272,20.1742142,4.783565360000001,36.44662624,45.21194236000001
2022,8,30,1524.62,45.05304101838755,338.537602064,412.014680958,7.932292935999999,4.59368006,10.737593735999999,19.81319921,4.697964068,35.794418512,44.402880417999995
2022,8,31,1554.16,47.08883435582822,345.09687635200004,419.997597144,8.085983648000001,4.68268408,10.945638048000001,20.19708628,4.788988624,36.487946816,45.263200424
2022,9,1,1585.98,48.39919066888836,352.162418256,428.596662582,8.251536744000001,4.77855774,11.169739944,20.61060309,4.8870387719999995,37.235004048,46.189922922
2022,9,2,1574.02,45.0,349.50673374400003,425.36458141800006,8.189311256,4.742522259999999,11.085508056,20.45517691,4.850185228,36.954211952,45.841601078
2022,9,3,1557.54,45.0,345.847395888,420.9110113859999,8.103569112,4.69286802,10.969442712,20.24101107,4.799403756,36.567301104,45.361639206
2022,9,4,1579.06,45.0,350.625851632,426.726595554,8.215533368,4.75770778,11.121003768,20.52067423,4.865715484,37.072539056,45.988385533999995
2022,9,5,1617.5,45.426781737193764,359.161346,437.11465575000005,8.415529,4.8735275,11.391729,21.02022125,4.984164499999999,37.975018,47.107908249999994
2022,9,6,1558.9,45.0,346.14938008,421.27853901,8.11064492,4.6969657,10.97902092,20.25868495,4.80359446,36.59923064,45.40124771
2022,9,7,1630.0,45.15079365079365,361.93693600000006,440.492667,8.480564,4.91119,11.479764000000001,21.182665,5.0226820000000005,38.268488,47.471957
2022,9,8,1635.6,59.48972360028349,363.18040032,442.00601603999996,8.509699679999999,4.928062799999999,11.519203679999999,21.255439799999998,5.0399378399999994,38.39996255999999,47.63505084
2022,9,9,1719.35,45.0,381.77685332,464.638691415,8.94543418,5.180401549999999,12.109038179999999,22.343812924999998,5.29800509,40.366211559999996,50.07417746499999
2022,9,10,1774.69,45.10467550593161,394.06494536800005,479.593822821,9.233357132,5.34714097,12.498786732,23.062983895,5.468529766,41.665461944,51.68589409100001
2022,9,11,1767.02,45.0,392.36184334399996,477.52107511799994,9.193451656,5.32403126,12.444768455999998,22.96330841,5.444895428,41.485388752,51.462513777999995
2022,9,12,1716.53,53.40255341323606,381.15068021599996,463.87661207699995,8.930762284,5.17190489,12.089177483999999,22.307165615,5.289315542,40.300004728,49.992048067
2022,9,13,1574.56,45.039414680198256,349.626639232,425.510511504,8.192120767999999,4.74414928,11.089311167999998,20.462194479999997,4.851849184,36.966889855999995,45.857327983999994
2022,9,14,1639.6,45.0,364.06858912,443.08697964,8.53051088,4.9401148,11.54737488,21.307421799999997,5.05226344,38.49387296,47.75154644
