Date(UTC),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain)
2022-09-13,23605410036,1574.56,3.72E-05,85.0363429,102.9484474,1.9337837,1.1198759,1.1293166,2.6836880,4.7701212,1.1450387,10.5669378,13.2261691,219960974088,0.85,1.87E-07,0.4277582,0.5178615,0.0097275,0.0056333,0.0056808,0.0134998,0.0239951,0.0057599,0.0531549,0.0665316
2022-09-14,17084508729,1639.6,2.80E-05,64.0876307,77.5870863,1.4573959,0.8439943,0.8511093,2.0225612,3.5950013,0.8629583,7.9637715,9.9679009,122692628765,0.87,1.07E-07,0.2442146,0.2956560,0.0055536,0.0032162,0.0032433,0.0077072,0.0136992,0.0032884,0.0303470,0.0379840
2022-09-15,23102480251,1472.51,3.40E-05,77.8306526,94.2249463,1.7699214,1.0249814,1.0336222,2.4562814,4.3659174,1.0480120,9.6715314,12.1054286,172574677040,0.82,1.42E-07,0.3237611,0.3919584,0.0073625,0.0042637,0.0042997,0.0102177,0.0181614,0.0043595,0.0402318,0.0503563
2022-09-16,13923035887,1433.97,2.00E-05,45.6780778,55.2997345,1.0387502,0.6015520,0.6066231,1.4415684,2.5623158,0.6150684,5.6761308,7.1045621,109015322796,0.81,8.83E-08,0.2020256,0.2445804,0.0045942,0.0026606,0.0026830,0.0063758,0.0113326,0.0027203,0.0251045,0.0314221
2022-09-17,8870964174,1469.05,1.30E-05,29.8154394,36.0957808,0.6780232,0.3926508,0.3959609,0.9409546,1.6724997,0.4014734,3.7049793,4.6373589,88928787282,0.83,7.38E-08,0.1688707,0.2044417,0.0038402,0.0022239,0.0022427,0.0053294,0.0094728,0.0022739,0.0209845,0.0262654
2022-09-18,11782591937,1334.3,1.57E-05,35.9689810,43.5455080,0.8179588,0.4736892,0.4776824,1.1351561,2.0176832,0.4843326,4.4696417,5.5944530,144399743804,0.75,1.08E-07,0.2477773,0.2999692,0.0056346,0.0032631,0.0032906,0.0078197,0.0138991,0.0033364,0.0307897,0.0385382
2022-09-19,14407629126,1376.21,1.98E-05,45.3639686,54.9194612,1.0316072,0.5974153,0.6024516,1.4316554,2.5446958,0.6108388,5.6370984,7.0557070,156832370837,0.77,1.21E-07,0.2762869,0.3344841,0.0062829,0.0036385,0.0036692,0.0087194,0.0154983,0.0037203,0.0343325,0.0429724
2022-09-20,15549616707,1323.07,2.06E-05,47.0691463,56.9838186,1.0703841,0.6198715,0.6250971,1.4854696,2.6403479,0.6337995,5.8489903,7.3209227,100294374545,0.73,7.32E-08,0.1675071,0.2027909,0.0038092,0.0022060,0.0022246,0.0052864,0.0093963,0.0022555,0.0208151,0.0260533
2022-09-21,18644158099,1246.29,2.32E-05,53.1613130,64.3592427,1.2089241,0.7001015,0.7060035,1.6777342,2.9820886,0.7158323,6.6060259,8.2684708,200983703429,0.7,1.41E-07,0.3218790,0.3896798,0.0073197,0.0042389,0.0042747,0.0101583,0.0180558,0.0043342,0.0399979,0.0500636
2022-09-22,14196384851,1326.15,1.88E-05,43.0729111,52.1458141,0.9795070,0.5672435,0.5720255,1.3593512,2.4161788,0.5799891,5.3524029,6.6993663,95878210162,0.75,7.19E-08,0.1645186,0.1991729,0.0037413,0.0021666,0.0021849,0.0051921,0.0092287,0.0022153,0.0204437,0.0255885
2022-09-23,13064001814,1326.95,1.73E-05,39.6610860,48.0153201,0.9019198,0.5223119,0.5267151,1.2516764,2.2247921,0.5340479,4.9284366,6.1687064,111367595467,0.78,8.69E-08,0.1987409,0.2406038,0.0045195,0.0026173,0.0026394,0.0062721,0.0111484,0.0026761,0.0246963,0.0309113
2022-09-24,9076087361,1317.11,1.20E-05,27.3498234,33.1108060,0.6219534,0.3601802,0.3632166,0.8631414,1.5341908,0.3682732,3.3985926,4.2538681,73454810230,0.75,5.51E-08,0.1260420,0.1525916,0.0028663,0.0016599,0.0016739,0.0039778,0.0070703,0.0016972,0.0156625,0.0196040
2022-09-25,10957389389,1294.72,1.42E-05,32.4576269,39.2945202,0.7381083,0.4274468,0.4310502,1.0243402,1.8207135,0.4370512,4.0333075,5.0483129,72694731207,0.74,5.38E-08,0.1230746,0.1489991,0.0027988,0.0016208,0.0016345,0.0038841,0.0069039,0.0016572,0.0152937,0.0191425
2022-09-26,16537249259,1336.65,2.21E-05,50.5725423,61.2251719,1.1500537,0.6660090,0.6716236,1.5960343,2.8368713,0.6809738,6.2843355,7.8658251,85480879860,0.76,6.50E-08,0.1486334,0.1799416,0.0033800,0.0019574,0.0019739,0.0046908,0.0083376,0.0020014,0.0184697,0.0231178
2022-09-27,22611010328,1328.11,3.00E-05,68.7049181,83.1769619,1.5623961,0.9048012,0.9124288,2.1682795,3.8540085,0.9251314,8.5375331,10.6860530,88922464585,0.74,6.58E-08,0.1505487,0.1822604,0.0034236,0.0019826,0.0019993,0.0047512,0.0084450,0.0020272,0.0187078,0.0234157
2022-09-28,19756181085,1337.15,2.64E-05,60.4389538,73.1698501,1.3744225,0.7959435,0.8026534,1.9074114,3.3903285,0.8138278,7.5103731,9.4004022,105771921510,0.75,7.93E-08,0.1814953,0.2197256,0.0041273,0.0023902,0.0024103,0.0057279,0.0101810,0.0024439,0.0225533,0.0282290
2022-09-29,18787473879,1335.9,2.51E-05,57.4217139,69.5170570,1.3058084,0.7562084,0.7625833,1.8121894,3.2210761,0.7731998,7.1354395,8.9311143,82175638538,0.76,6.25E-08,0.1428863,0.1729839,0.0032493,0.0018817,0.0018976,0.0045094,0.0080152,0.0019240,0.0177556,0.0222239
2022-09-30,18854642753,1328.7,2.51E-05,57.3164197,69.3895836,1.3034140,0.7548217,0.7611849,1.8088664,3.2151697,0.7717820,7.1223552,8.9147373,94083317263,0.78,7.34E-08,0.1678963,0.2032620,0.0038181,0.0022111,0.0022297,0.0052987,0.0094182,0.0022608,0.0208634,0.0261138
2022-10-01,11418509105,1311.8,1.50E-05,34.2697424,41.4883408,0.7793170,0.4513113,0.4551159,1.0815293,1.9223642,0.4614519,4.2584879,5.3301611,64084554873,0.77,4.93E-08,0.1128958,0.1366763,0.0025673,0.0014868,0.0014993,0.0035629,0.0063329,0.0015202,0.0140289,0.0175593
2022-10-02,8482736656,1276.69,1.08E-05,24.7773727,29.9964928,0.5634541,0.3263026,0.3290534,0.7819567,1.3898889,0.3336344,3.0789301,3.8537608,77731184942,0.76,5.91E-08,0.1351583,0.1636281,0.0030736,0.0017800,0.0017950,0.0042655,0.0075817,0.0018199,0.0167953,0.0210219
2022-10-03,17718303421,1323.32,2.34E-05,53.6439590,64.9435536,1.2198998,0.7064577,0.7124132,1.6929661,3.0091626,0.7223313,6.6660014,8.3435394,76407758161,0.8,6.11E-08,0.1398496,0.1693076,0.0031803,0.0018417,0.0018573,0.0044136,0.0078449,0.0018831,0.0173782,0.0217516
2022-10-04,17621542205,1361.9,2.40E-05,54.9063970,66.4719122,1.2486084,0.7230832,0.7291789,1.7328078,3.0799792,0.7393304,6.8228767,8.5398933,74125609811,0.84,6.23E-08,0.1424562,0.1724633,0.0032396,0.0018761,0.0018919,0.0044958,0.0079911,0.0019182,0.0177021,0.0221570
2022-10-05,20507549173,1352.44,2.77E-05,63.4549608,76.8211505,1.4430085,0.8356625,0.8427072,2.0025945,3.5595117,0.8544392,7.8851536,9.8694983,72065550544,0.85,6.13E-08,0.1401459,0.1696663,0.0031870,0.0018456,0.0018612,0.0044229,0.0078615,0.0018871,0.0174151,0.0217977
2022-10-06,15623298162,1352.4,2.11E-05,48.3405619,58.5230459,1.0992969,0.6366152,0.6419820,1.5255946,2.7116681,0.6509195,6.0069812,7.5186729,89490039586,0.83,7.43E-08,0.1699365,0.2057320,0.0038645,0.0022380,0.0022568,0.0053631,0.0095326,0.0022882,0.0211169,0.0264312
2022-10-07,13492009638,1331.14,1.80E-05,41.0898152,49.7449977,0.9344101,0.5411274,0.5456892,1.2967661,2.3049368,0.5532861,5.1059759,6.3909245,74127430473,0.83,6.15E-08,0.1407638,0.1704143,0.0032011,0.0018538,0.0018694,0.0044424,0.0078962,0.0018954,0.0174918,0.0218938
2022-10-08,20622354179,1315.47,2.71E-05,62.0658919,75.1394874,1.4114202,0.8173693,0.8242598,1.9587565,3.4815917,0.8357350,7.7125426,9.6534488,56404493486,0.81,4.57E-08,0.1045280,0.1265458,0.0023770,0.0013766,0.0013882,0.0032988,0.0058635,0.0014075,0.0129890,0.0162578
2022-10-09,31287093350,1323.41,4.14E-05,94.7312878,114.6855411,2.1542533,1.2475523,1.2580693,2.9896537,5.3139600,1.2755839,11.7716683,14.7340771,62488138710,0.83,5.19E-08,0.1186614,0.1436563,0.0026984,0.0015627,0.0015759,0.0037449,0.0066563,0.0015978,0.0147453,0.0184561
2022-10-10,37582169969,1290.04,4.85E-05,110.9222934,134.2870295,2.5224476,1.4607778,1.4730924,3.5006306,6.2221959,1.4936005,13.7836240,17.2523531,72076229703,0.81,5.84E-08,0.1335706,0.1617060,0.0030375,0.0017590,0.0017739,0.0042154,0.0074927,0.0017986,0.0165980,0.0207750
2022-10-11,29333893936,1279.79,3.75E-05,85.8899285,103.9818327,1.9531948,1.1311171,1.1406526,2.7106265,4.8180032,1.1565325,10.6730076,13.3589320,74530654916,0.79,5.89E-08,0.1347088,0.1630839,0.0030634,0.0017740,0.0017890,0.0042513,0.0075565,0.0018139,0.0167394,0.0209520
2022-10-12,22281959320,1294.29,2.88E-05,65.9809834,79.8792559,1.5004520,0.8689286,0.8762538,2.0823141,3.7012091,0.8884528,8.1990467,10.2623845,101372450945,0.78,7.91E-08,0.1809041,0.2190098,0.0041139,0.0023824,0.0024025,0.0057092,0.0101478,0.0024359,0.0224798,0.0281370
2022-10-13,27488686311,1287.51,3.54E-05,80.9726602,98.0287883,1.8413728,1.0663597,1.0753493,2.5554410,4.5421686,1.0903201,10.0619692,12.5941223,296131574279,0.78,2.31E-07,0.5284612,0.6397766,0.0120176,0.0069595,0.0070182,0.0166779,0.0296441,0.0071159,0.0656686,0.0821945
2022-10-14,20982958370,1296.63,2.72E-05,62.2467378,75.3584267,1.4155327,0.8197509,0.8266615,1.9644639,3.4917363,0.8381702,7.7350152,9.6815768,269211458162,0.79,2.13E-07,0.4865802,0.5890737,0.0110652,0.0064080,0.0064620,0.0153561,0.0272948,0.0065519,0.0604643,0.0756805
2022-10-15,19676288930,1274.91,2.51E-05,57.3926833,69.4819114,1.3051483,0.7558260,0.7621978,1.8112733,3.2194477,0.7728089,7.1318320,8.9265990,211120263711,0.79,1.67E-07,0.3815846,0.4619618,0.0086775,0.0050252,0.0050676,0.0120425,0.0214050,0.0051381,0.0474171,0.0593499
2022-10-16,17822373644,1305.87,2.33E-05,53.2475096,64.4635959,1.2108842,0.7012367,0.7071482,1.6804545,2.9869238,0.7169930,6.6167371,8.2818774,152259319021,0.8,1.22E-07,0.2786812,0.3373828,0.0063374,0.0036701,0.0037010,0.0087950,0.0156326,0.0037525,0.0346300,0.0433448
2022-10-17,27647227186,1331.52,3.68E-05,84.2234615,101.9643402,1.9152982,1.1091707,1.1185212,2.6580340,4.7245226,1.1340930,10.4659261,13.0997372,136022120593,0.85,1.16E-07,0.2645223,0.3202414,0.0060154,0.0034836,0.0035130,0.0083481,0.0148384,0.0035619,0.0328705,0.0411426
2022-10-18,29217198083,1310.78,3.83E-05,87.6197849,106.0760671,1.9925329,1.1538982,1.1636257,2.7652196,4.9150396,1.1798255,10.8879661,13.6279860,205390158804,0.86,1.77E-07,0.4041214,0.4892458,0.0091900,0.0053220,0.0053669,0.0127538,0.0226692,0.0054416,0.0502177,0.0628552
2022-10-19,33130272753,1284.85,4.26E-05,97.3893016,117.9034405,2.2146983,1.2825567,1.2933688,3.0735388,5.4630615,1.3113748,12.1019632,15.1474926,262367330459,0.84,2.20E-07,0.5042232,0.6104331,0.0114664,0.0066403,0.0066963,0.0159129,0.0282844,0.0067895,0.0626567,0.0784246
2022-10-20,35367998733,1282.68,4.54E-05,103.7916989,125.6544425,2.3602931,1.3668723,1.3783952,3.2755940,5.8222046,1.3975850,12.8975493,16.1432926,238646126354,0.81,1.93E-07,0.4422555,0.5354124,0.0100572,0.0058242,0.0058733,0.0139573,0.0248084,0.0059551,0.0549563,0.0687864
2022-10-21,34341965708,1299.88,4.46E-05,102.1320909,123.6452537,2.3225525,1.3450163,1.3563550,3.2232179,5.7291087,1.3752379,12.6913201,15.8851647,233299403453,0.83,1.94E-07,0.4430222,0.5363407,0.0100746,0.0058343,0.0058835,0.0139815,0.0248514,0.0059654,0.0550516,0.0689057
2022-10-22,21906854720,1313.91,2.88E-05,65.8535903,79.7250287,1.4975550,0.8672509,0.8745620,2.0782936,3.6940630,0.8867375,8.1832164,10.2425703,145199848317,0.83,1.21E-07,0.2757262,0.3338054,0.0062702,0.0036311,0.0036618,0.0087017,0.0154669,0.0037127,0.0342628,0.0428852
2022-10-23,17543495100,1364.2,2.39E-05,54.7555287,66.2892649,1.2451776,0.7210963,0.7271753,1.7280465,3.0715162,0.7372989,6.8041292,8.5164279,159985675690,0.9,1.44E-07,0.3294257,0.3988161,0.0074914,0.0043383,0.0043749,0.0103964,0.0184792,0.0044358,0.0409357,0.0512374
2022-10-24,23547153638,1343.83,3.16E-05,72.3963317,87.6459369,1.6463413,0.9534148,0.9614522,2.2847780,4.0610787,0.9748373,8.9962422,11.2601988,202032498695,0.89,1.80E-07,0.4113818,0.4980355,0.0093551,0.0054176,0.0054633,0.0129829,0.0230765,0.0055394,0.0511199,0.0639845
2022-10-25,25761288525,1460.37,3.76E-05,86.0724759,104.2028321,1.9573461,1.1335211,1.1430769,2.7163876,4.8282432,1.1589905,10.6956916,13.3873246,364648675945,0.92,3.35E-07,0.7675316,0.9292049,0.0174542,0.0101079,0.0101931,0.0242228,0.0430548,0.0103350,0.0953764,0.1193784
2022-10-26,23444016929,1566.85,3.67E-05,84.0413963,101.7439247,1.9111579,1.1067731,1.1161033,2.6522882,4.7143096,1.1316415,10.4433020,13.0714196,260522626550,0.94,2.45E-07,0.5602826,0.6783008,0.0127412,0.0073786,0.0074408,0.0176821,0.0314291,0.0075444,0.0696228,0.0871438
2022-10-27,19868396622,1514.35,3.01E-05,68.8371520,83.3370496,1.5654032,0.9065426,0.9141849,2.1724528,3.8614262,0.9269120,8.5539650,10.7066201,196136381198,0.9,1.77E-07,0.4038634,0.4889334,0.0091841,0.0053186,0.0053635,0.0127456,0.0226548,0.0054381,0.0501856,0.0628151
2022-10-28,20187568905,1555.12,3.14E-05,71.8260097,86.9554820,1.6333718,0.9459040,0.9538781,2.2667790,4.0290864,0.9671578,8.9253718,11.1714935,139426441312,0.94,1.31E-07,0.2998519,0.3630129,0.0068188,0.0039489,0.0039822,0.0094631,0.0168202,0.0040376,0.0372607,0.0466376
2022-10-29,16847981456,1620.42,2.73E-05,62.4610502,75.6178820,1.4204063,0.8225733,0.8295077,1.9712274,3.5037582,0.8410559,7.7616465,9.7149100,144923402512,0.93,1.35E-07,0.3083580,0.3733108,0.0070123,0.0040609,0.0040951,0.0097316,0.0172974,0.0041521,0.0383177,0.0479606
2022-10-30,11954787469,1590.93,1.90E-05,43.5137731,52.6795394,0.9895325,0.5730494,0.5778803,1.3732645,2.4409090,0.5859254,5.4071861,6.7679359,87273299067,0.91,7.94E-08,0.1817007,0.2199742,0.0041320,0.0023929,0.0024131,0.0057343,0.0101925,0.0024467,0.0225788,0.0282609
2022-10-31,23932842965,1572.88,3.76E-05,86.1239009,104.2650893,1.9585155,1.1341984,1.1437598,2.7180106,4.8311279,1.1596830,10.7020819,13.3953230,136587567941,0.9,1.23E-07,0.2812467,0.3404887,0.0063957,0.0037038,0.0037351,0.0088760,0.0157766,0.0037871,0.0349488,0.0437438
2022-11-01,18522412597,1578.51,2.92E-05,66.8926965,80.9830128,1.5211850,0.8809353,0.8883617,2.1110871,3.7523517,0.9007293,8.3123396,10.4041882,119486271088,0.87,1.04E-07,0.2378324,0.2879296,0.0054085,0.0031321,0.0031585,0.0075058,0.0133412,0.0032025,0.0295540,0.0369914
2022-11-02,21233333626,1518.33,3.22E-05,73.7595346,89.2962857,1.6773415,0.9713673,0.9795561,2.3277997,4.1375476,0.9931933,9.1656389,11.4722253,262018587966,0.87,2.28E-07,0.5215370,0.6313939,0.0118601,0.0068683,0.0069262,0.0164593,0.0292557,0.0070226,0.0648082,0.0811175
2022-11-03,33662933314,1530.87,5.15E-05,117.9027895,142.7379014,2.6811888,1.5527066,1.5657961,3.7209302,6.6137674,1.5875948,14.6510468,18.3380680,183509680828,0.95,1.74E-07,0.3988562,0.4828716,0.0090703,0.0052527,0.0052970,0.0125876,0.0223739,0.0053707,0.0495634,0.0620363
2022-11-04,23525904169,1645.06,3.87E-05,88.5445586,107.1956357,2.0135629,1.1660769,1.1759071,2.7944048,4.9669149,1.1922778,11.0028819,13.7718212,586761460860,1.17,6.87E-07,1.5706566,1.9015007,0.0357178,0.0206846,0.0208589,0.0495688,0.0881061,0.0211493,0.1951757,0.2442928
2022-11-05,15613710939,1627.42,2.54E-05,58.1352568,70.3809009,1.3220349,0.7656053,0.7720594,1.8347084,3.2611024,0.7828079,7.2241070,9.0420956,294440463076,1.19,3.50E-07,0.8016379,0.9704954,0.0182298,0.0105571,0.0106461,0.0252991,0.0449680,0.0107943,0.0996146,0.1246831
2022-11-06,15597214302,1568.75,2.45E-05,55.9802185,67.7719242,1.2730279,0.7372248,0.7434397,1.7666969,3.1402153,0.7537897,6.9563138,8.7069106,242279865329,1.14,2.76E-07,0.6319111,0.7650172,0.0143701,0.0083219,0.0083920,0.0199427,0.0354471,0.0085089,0.0785237,0.0982846
2022-11-07,22116856933,1568.45,3.47E-05,79.3647949,96.0822413,1.8048089,1.0451851,1.0539962,2.5046979,4.4519752,1.0686697,9.8621698,12.3440422,310241445504,1.26,3.91E-07,0.8943431,1.0827281,0.0203380,0.0117779,0.0118772,0.0282248,0.0501683,0.0120426,0.1111345,0.1391021
2022-11-08,56990615164,1334.22,7.60E-05,173.9660900,210.6104080,3.9561060,2.2910255,2.3103392,5.4902491,9.7586433,2.3425032,21.6176847,27.0579008,1228075132829,1.04,1.28E-06,2.9220799,3.5375885,0.0664501,0.0384820,0.0388064,0.0922188,0.1639143,0.0393466,0.3631087,0.4544871
2022-11-09,61054537493,1104.17,6.74E-05,154.2366914,186.7251973,3.5074462,2.0312016,2.0483249,4.8676030,8.6519209,2.0768412,19.1660350,23.9892791,522160040685,0.81,4.23E-07,0.9676593,1.1714876,0.0220052,0.0127435,0.0128509,0.0305387,0.0542809,0.0130298,0.1202450,0.1505054
2022-11-10,43173312118,1296.01,5.60E-05,128.0140187,154.9789657,2.9111250,1.6858652,1.7000773,4.0400336,7.1809577,1.7237454,15.9075064,19.9107229,351981531425,1.12,3.94E-07,0.9019277,1.0919102,0.0205104,0.0118778,0.0119780,0.0284642,0.0505937,0.0121447,0.1120769,0.1402818
2022-11-11,29642986414,1285.23,3.81E-05,87.1638933,105.5241463,1.9821656,1.1478944,1.1575713,2.7508320,4.8894663,1.1736868,10.8313153,13.5570787,304927287261,1.06,3.23E-07,0.7394962,0.8952641,0.0168166,0.0097387,0.0098208,0.0233380,0.0414821,0.0099575,0.0918926,0.1150179
2022-11-12,20449710205,1254.95,2.57E-05,58.7147738,71.0824878,1.3352135,0.7732372,0.7797556,1.8529975,3.2936104,0.7906112,7.2961200,9.1322310,173730134434,0.94,1.63E-07,0.3736258,0.4523265,0.0084965,0.0049204,0.0049619,0.0117914,0.0209586,0.0050310,0.0464282,0.0581121
2022-11-13,20228404244,1219.85,2.47E-05,56.4549290,68.3466280,1.2838231,0.7434764,0.7497440,1.7816784,3.1668443,0.7601818,7.0153031,8.7807450,120799671739,0.89,1.08E-07,0.2459742,0.2977864,0.0055936,0.0032393,0.0032666,0.0077628,0.0137979,0.0033121,0.0305657,0.0382577
2022-11-14,24185417485,1241.39,3.00E-05,68.6903363,83.1593085,1.5620645,0.9046091,0.9122351,2.1678194,3.8531905,0.9249351,8.5357211,10.6837850,224439941108,0.92,2.06E-07,0.4724129,0.5719223,0.0107430,0.0062214,0.0062738,0.0149090,0.0265000,0.0063612,0.0587038,0.0734770
2022-11-15,23904583061,1252,2.99E-05,68.4729933,82.8961842,1.5571220,0.9017468,0.9093487,2.1609602,3.8409986,0.9220085,8.5087133,10.6499805,129311182919,0.94,1.22E-07,0.2780979,0.3366766,0.0063241,0.0036624,0.0036933,0.0087766,0.0155999,0.0037447,0.0345575,0.0432541
2022-11-16,21839911114,1215.24,2.65E-05,60.7220932,73.5126300,1.3808613,0.7996723,0.8064136,1.9163471,3.4062112,0.8176404,7.5455571,9.4444404,117704545303,0.9,1.06E-07,0.2423648,0.2934167,0.0055115,0.0031918,0.0032187,0.0076489,0.0135955,0.0032635,0.0301172,0.0376963
2022-11-17,23174606735,1199.45,2.78E-05,63.5957851,76.9916381,1.4462110,0.8375170,0.8445774,2.0070389,3.5674112,0.8563355,7.9026529,9.8914015,135310206644,0.87,1.18E-07,0.2693293,0.3260610,0.0061247,0.0035469,0.0035768,0.0084998,0.0151081,0.0036266,0.0334679,0.0418903
2022-11-18,18793247928,1210.98,2.28E-05,52.0682073,63.0358846,1.1840661,0.6857060,0.6914866,1.6432365,2.9207707,0.7011133,6.4701925,8.0984541,89062424053,0.88,7.84E-08,0.1793127,0.2170832,0.0040777,0.0023614,0.0023813,0.0056590,0.0100586,0.0024145,0.0222821,0.0278895
2022-11-19,16207722481,1216.52,1.97E-05,45.1102316,54.6122769,1.0258370,0.5940738,0.5990819,1.4236476,2.5304624,0.6074222,5.6055681,7.0162419,75931971908,0.88,6.68E-08,0.1528767,0.1850787,0.0034765,0.0020133,0.0020303,0.0048247,0.0085756,0.0020585,0.0189970,0.0237777
2022-11-20,16269578627,1140.47,1.86E-05,42.4515920,51.3936200,0.9653778,0.5590611,0.5637741,1.3397428,2.3813258,0.5716228,5.2751955,6.6027291,100783784255,0.81,8.16E-08,0.1867710,0.2261126,0.0042473,0.0024597,0.0024804,0.0058944,0.0104769,0.0025149,0.0232089,0.0290495
2022-11-21,17628559163,1105.99,1.95E-05,44.6068781,54.0028967,1.0143904,0.5874449,0.5923972,1.4077621,2.5022268,0.6006444,5.5430195,6.9379526,149990337904,0.8,1.20E-07,0.2745283,0.3323551,0.0062430,0.0036154,0.0036458,0.0086639,0.0153997,0.0036966,0.0341139,0.0426989
2022-11-22,19352296295,1137.75,2.20E-05,50.3747797,60.9857525,1.1455564,0.6634046,0.6689972,1.5897931,2.8257777,0.6783108,6.2597608,7.8350660,260063112609,0.85,2.21E-07,0.5057449,0.6122753,0.0115010,0.0066603,0.0067165,0.0159610,0.0283698,0.0068100,0.0628458,0.0786613
2022-11-23,16841257313,1183.69,1.99E-05,45.6085538,55.2155660,1.0371692,0.6006364,0.6056998,1.4393743,2.5584159,0.6141322,5.6674915,7.0937487,122359721957,0.86,1.05E-07,0.2407525,0.2914647,0.0054749,0.0031706,0.0031973,0.0075980,0.0135050,0.0032418,0.0299168,0.0374456
2022-11-24,15759583946,1202.96,1.90E-05,43.3740270,52.5103572,0.9863546,0.5712090,0.5760244,1.3688542,2.4330699,0.5840437,5.3898207,6.7462005,95521937721,0.85,8.12E-08,0.1857616,0.2248905,0.0042243,0.0024464,0.0024670,0.0058625,0.0104203,0.0025013,0.0230834,0.0288925
2022-11-25,14240047285,1198.4,1.71E-05,39.0433472,47.2674605,0.8878720,0.5141767,0.5185112,1.2321809,2.1901400,0.5257299,4.8516741,6.0726261,81766126997,0.84,6.87E-08,0.1571399,0.1902400,0.0035735,0.0020694,0.0020869,0.0049592,0.0088148,0.0021159,0.0195268,0.0244408
2022-11-26,13584856927,1204.94,1.64E-05,37.4502138,45.3387486,0.8516431,0.4931961,0.4973538,1.1819028,2.1007731,0.5042779,4.6537053,5.8248373,82422922362,0.85,7.01E-08,0.1602879,0.1940510,0.0036451,0.0021109,0.0021287,0.0050586,0.0089914,0.0021583,0.0199180,0.0249305
2022-11-27,13384995286,1193.2,1.60E-05,36.5397253,44.2364742,0.8309380,0.4812055,0.4852621,1.1531684,2.0496991,0.4920179,4.5405646,5.6832240,72113147194,0.84,6.06E-08,0.1385886,0.1677810,0.0031516,0.0018251,0.0018405,0.0043738,0.0077741,0.0018661,0.0172215,0.0215554
2022-11-28,17826552842,1167.3,2.08E-05,47.6084089,57.6366718,1.0826473,0.6269732,0.6322587,1.5024884,2.6705979,0.6410609,5.9160011,7.4047971,145523728418,0.82,1.19E-07,0.2730118,0.3305192,0.0062085,0.0035954,0.0036257,0.0086161,0.0153146,0.0036762,0.0339255,0.0424630
2022-11-29,14870303308,1215.7,1.81E-05,41.3599547,50.0720396,0.9405532,0.5446849,0.5492767,1.3052915,2.3200903,0.5569236,5.1395445,6.4329408,79896499698,0.84,6.71E-08,0.1535468,0.1858900,0.0034918,0.0020221,0.0020392,0.0048458,0.0086132,0.0020676,0.0190803,0.0238820
2022-11-30,16566226604,1294.92,2.15E-05,49.0795246,59.4176641,1.1161014,0.6463469,0.6517957,1.5489157,2.7531203,0.6608699,6.0988075,7.6336078,132329378361,0.93,1.23E-07,0.2815613,0.3408696,0.0064029,0.0037080,0.0037392,0.0088859,0.0157942,0.0037913,0.0349879,0.0437928
2022-12-01,16794118320,1276.36,2.14E-05,49.0415520,59.3716929,1.1152379,0.6458468,0.6512914,1.5477174,2.7509902,0.6603585,6.0940888,7.6277017,105000148357,0.91,9.56E-08,0.2186075,0.2646551,0.0049713,0.0028789,0.0029032,0.0068991,0.0122628,0.0029436,0.0271650,0.0340012
2022-12-02,15943201869,1295.61,2.07E-05,47.2589042,57.2135472,1.0746993,0.6223705,0.6276171,1.4914582,2.6509924,0.6363547,5.8725703,7.3504368,102565910297,0.95,9.74E-08,0.2229259,0.2698831,0.0050695,0.0029358,0.0029605,0.0070354,0.0125050,0.0030018,0.0277016,0.0346729
2022-12-03,14839045501,1241.13,1.84E-05,42.1363634,51.0119914,0.9582093,0.5549098,0.5595877,1.3297944,2.3636430,0.5673782,5.2360240,6.5536999,80829912442,0.9,7.27E-08,0.1664364,0.2014947,0.0037849,0.0021919,0.0022103,0.0052526,0.0093363,0.0022411,0.0206820,0.0258868
2022-12-04,14337269578,1279.89,1.84E-05,41.9829458,50.8262578,0.9547205,0.5528894,0.5575503,1.3249526,2.3550371,0.5653124,5.2169597,6.5298380,69470046119,0.92,6.39E-08,0.1462242,0.1770249,0.0033252,0.0019257,0.0019419,0.0046147,0.0082025,0.0019690,0.0181704,0.0227431
2022-12-05,17801901128,1258.65,2.24E-05,51.2631367,62.0612335,1.1657582,0.6751037,0.6807949,1.6178290,2.8756102,0.6902728,6.3701514,7.9732370,87619157521,0.91,7.97E-08,0.1824208,0.2208460,0.0041484,0.0024024,0.0024226,0.0057571,0.0102329,0.0024563,0.0226683,0.0283729
2022-12-06,18901811657,1271.38,2.40E-05,54.9809979,66.5622271,1.2503049,0.7240656,0.7301696,1.7351621,3.0841640,0.7403349,6.8321469,8.5514964,78970444388,0.92,7.27E-08,0.1662211,0.2012340,0.0037800,0.0021890,0.0022075,0.0052458,0.0093242,0.0022382,0.0206553,0.0258533
2022-12-07,21689477944,1231.35,2.67E-05,61.1032661,73.9740935,1.3895294,0.8046921,0.8114758,1.9283767,3.4275931,0.8227730,7.5929231,9.5037263,112299360172,0.9,1.01E-07,0.2312350,0.2799425,0.0052584,0.0030452,0.0030709,0.0072976,0.0129711,0.0031136,0.0287341,0.0359653
