Date(UTC),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain)
2022-12-08,19294282648,1280.28,2.47E-05,56.5154785,68.4199316,1.2852000,0.7442738,0.7505481,1.7835893,3.1702408,0.7609971,7.0228272,8.7901626,102743209870,0.93,9.56E-08,0.2186099,0.2646581,0.0049713,0.0028790,0.0029032,0.0068992,0.0122629,0.0029436,0.0271653,0.0340016
2022-12-09,42479111449,1262.95,5.36E-05,122.7426209,148.5971976,2.7912498,1.6164442,1.6300710,3.8736719,6.8852582,1.6527646,15.2524626,19.0908335,127793600886,0.91,1.16E-07,0.2660629,0.3221065,0.0060504,0.0035039,0.0035334,0.0083968,0.0149248,0.0035826,0.0330620,0.0413822
2022-12-10,19154307742,1266.34,2.43E-05,55.4945836,67.1839949,1.2619842,0.7308292,0.7369902,1.7513706,3.1129736,0.7472505,6.8959670,8.6313772,78731282695,0.91,7.16E-08,0.1639164,0.1984439,0.0037276,0.0021587,0.0021769,0.0051731,0.0091949,0.0022072,0.0203689,0.0254948
2022-12-11,21165291288,1263.27,2.67E-05,61.1722203,74.0575722,1.3910975,0.8056002,0.8123915,1.9305528,3.4314611,0.8237015,7.6014916,9.5144512,75470897159,0.89,6.72E-08,0.1536750,0.1860452,0.0034947,0.0020238,0.0020409,0.0048499,0.0086204,0.0020693,0.0190962,0.0239019
2022-12-12,20840121295,1275.37,2.66E-05,60.8093345,73.6182480,1.3828452,0.8008212,0.8075722,1.9191004,3.4111050,0.8188151,7.5563980,9.4580096,107117459486,0.91,9.75E-08,0.2230157,0.2699919,0.0050715,0.0029370,0.0029617,0.0070382,0.0125101,0.0030030,0.0277128,0.0346869
2022-12-13,22373108082,1320.43,2.95E-05,67.5889212,81.8258907,1.5370176,0.8901042,0.8976079,2.1330595,3.7914065,0.9101042,8.3988551,10.5124759,173366968430,0.92,1.59E-07,0.3649119,0.4417771,0.0082983,0.0048057,0.0048462,0.0115164,0.0204698,0.0049136,0.0453453,0.0567567
2022-12-14,19712120094,1307.5,2.58E-05,58.9669745,71.3878121,1.3409487,0.7765585,0.7831050,1.8609568,3.3077577,0.7940072,7.3274594,9.1714572,135649932328,0.9,1.22E-07,0.2793161,0.3381514,0.0063518,0.0036784,0.0037094,0.0088150,0.0156683,0.0037611,0.0347089,0.0434436
2022-12-15,21169055748,1266.59,2.68E-05,61.3438957,74.2654094,1.3950015,0.8078611,0.8146714,1.9359708,3.4410913,0.8260131,7.6228246,9.5411528,147885001249,0.88,1.30E-07,0.2977424,0.3604590,0.0067709,0.0039211,0.0039541,0.0093965,0.0167019,0.0040092,0.0369986,0.0463095
2022-12-16,22798849073,1167.85,2.66E-05,60.9163397,73.7477928,1.3852786,0.8022304,0.8089933,1.9224774,3.4171075,0.8202560,7.5696949,9.4746527,265681912665,0.79,2.10E-07,0.4802008,0.5813506,0.0109201,0.0063239,0.0063773,0.0151548,0.0269369,0.0064660,0.0596716,0.0746883
2022-12-17,17185182084,1187.11,2.04E-05,46.6744182,56.5059446,1.0614077,0.6146731,0.6198549,1.4730123,2.6182056,0.6284844,5.7999398,7.2595284,116754936722,0.82,9.57E-08,0.2190397,0.2651784,0.0049811,0.0028846,0.0029089,0.0069127,0.0122871,0.0029494,0.0272187,0.0340685
2022-12-18,16861112376,1183.19,1.99E-05,45.6430360,55.2573116,1.0379534,0.6010905,0.6061577,1.4404625,2.5603502,0.6145966,5.6717764,7.0991119,96186779936,0.81,7.79E-08,0.1782519,0.2157990,0.0040536,0.0023475,0.0023673,0.0056255,0.0099991,0.0024002,0.0221503,0.0277245
2022-12-19,17897365083,1167.68,2.09E-05,47.8130832,57.8844588,1.0873017,0.6296686,0.6349768,1.5089477,2.6820791,0.6438169,5.9414347,7.4366313,196795153648,0.77,1.52E-07,0.3466881,0.4197147,0.0078839,0.0045657,0.0046042,0.0109412,0.0194475,0.0046683,0.0430808,0.0539223
2022-12-20,19838126213,1217.55,2.42E-05,55.2613214,66.9015981,1.2566797,0.7277573,0.7338924,1.7440090,3.0998887,0.7441095,6.8669809,8.5950966,155812797752,0.8,1.25E-07,0.2851852,0.3452567,0.0064853,0.0037557,0.0037874,0.0090002,0.0159975,0.0038401,0.0354382,0.0443564
2022-12-21,19614664894,1213.84,2.38E-05,54.4723547,65.9464430,1.2387380,0.7173671,0.7234146,1.7191097,3.0556316,0.7334859,6.7689409,8.4723843,104248763584,0.79,8.24E-08,0.1884221,0.2281114,0.0042848,0.0024814,0.0025023,0.0059465,0.0105696,0.0025372,0.0234140,0.0293063
2022-12-22,18212223056,1217.51,2.22E-05,50.7305194,61.4164254,1.1536462,0.6680895,0.6737216,1.6010200,2.8457330,0.6831010,6.3039663,7.8903961,116439636409,0.8,9.32E-08,0.2131202,0.2580120,0.0048465,0.0028067,0.0028303,0.0067259,0.0119550,0.0028697,0.0264831,0.0331478
2022-12-23,16612065980,1219.97,2.03E-05,46.3667451,56.1334631,1.0544110,0.6106213,0.6157689,1.4633023,2.6009467,0.6243415,5.7617072,7.2116743,113382917086,0.8,9.07E-08,0.2075255,0.2512388,0.0047193,0.0027330,0.0027560,0.0065494,0.0116412,0.0027944,0.0257879,0.0322776
2022-12-24,13953389265,1220.49,1.70E-05,38.9625836,47.1696847,0.8860354,0.5131131,0.5174387,1.2296321,2.1856096,0.5246423,4.8416381,6.0600645,94935290942,0.8,7.59E-08,0.1737607,0.2103617,0.0039514,0.0022883,0.0023076,0.0054838,0.0097471,0.0023397,0.0215922,0.0270260
2022-12-25,13670191829,1218.3,1.67E-05,38.1033065,46.1294091,0.8664948,0.5017969,0.5060271,1.2025139,2.1374084,0.5130719,4.7348611,5.9264164,79664491500,0.8,6.37E-08,0.1458104,0.1765240,0.0033158,0.0019202,0.0019364,0.0046017,0.0081792,0.0019634,0.0181190,0.0226787
2022-12-26,14722550940,1227.3,1.81E-05,41.3397277,50.0475518,0.9400932,0.5444186,0.5490081,1.3046531,2.3189557,0.5566513,5.1370310,6.4297947,71583157961,0.81,5.80E-08,0.1326569,0.1605998,0.0030167,0.0017470,0.0017617,0.0041866,0.0074414,0.0017863,0.0164844,0.0206328
2022-12-27,18565037222,1211.07,2.25E-05,51.4397539,62.2750534,1.1697746,0.6774297,0.6831405,1.6234029,2.8855176,0.6926510,6.3920985,8.0007072,83463822602,0.81,6.76E-08,0.1546739,0.1872545,0.0035174,0.0020370,0.0020541,0.0048814,0.0086764,0.0020827,0.0192204,0.0240573
2022-12-28,19632858099,1189.27,2.33E-05,53.4192520,64.6715142,1.2147898,0.7034984,0.7094290,1.6858745,2.9965577,0.7193055,6.6380784,8.3085895,86875705123,0.78,6.78E-08,0.1550339,0.1876904,0.0035256,0.0020417,0.0020589,0.0048928,0.0086966,0.0020876,0.0192651,0.0241133
2022-12-29,20056208825,1200.06,2.41E-05,55.0662642,66.6654540,1.2522439,0.7251885,0.7313020,1.7378531,3.0889470,0.7414830,6.8427424,8.5647583,98257025367,0.78,7.66E-08,0.1753445,0.2122791,0.0039875,0.0023092,0.0023286,0.0055337,0.0098360,0.0023611,0.0217890,0.0272723
2022-12-30,20559372588,1199.12,2.47E-05,56.4035339,68.2844069,1.2826543,0.7427996,0.7490615,1.7800564,3.1639612,0.7594897,7.0089166,8.7727512,87959907949,0.76,6.68E-08,0.1529439,0.1851601,0.0034780,0.0020142,0.0020312,0.0048268,0.0085794,0.0020594,0.0190054,0.0237882
2022-12-31,19585675641,1195,2.34E-05,53.5476325,64.8269369,1.2177092,0.7051891,0.7111339,1.6899261,3.0037592,0.7210342,6.6540315,8.3285572,92124417525,0.76,7.00E-08,0.1601851,0.1939266,0.0036427,0.0021095,0.0021273,0.0050553,0.0089856,0.0021569,0.0199052,0.0249145
2023-01-01,18036457836,1200.1,2.16E-05,49.5224928,59.9539394,1.1261748,0.6521805,0.6576785,1.5628955,2.7779686,0.6668346,6.1538524,7.7025051,64904903916,0.76,4.93E-08,0.1128561,0.1366281,0.0025664,0.0014862,0.0014988,0.0035617,0.0063307,0.0015196,0.0140239,0.0175531
2023-01-02,20591319328,1213.98,2.50E-05,57.1912405,69.2380366,1.3005673,0.7531732,0.7595225,1.8049159,3.2081477,0.7700964,7.1068000,8.8952675,84750896192,0.78,6.61E-08,0.1512421,0.1830998,0.0034393,0.0019918,0.0020086,0.0047731,0.0084839,0.0020365,0.0187939,0.0235235
2023-01-03,22267876443,1214.11,2.70E-05,61.8544074,74.8834556,1.4066109,0.8145842,0.8214512,1.9520822,3.4697285,0.8328873,7.6862627,9.6205555,80662258678,0.78,6.29E-08,0.1439457,0.1742665,0.0032734,0.0018957,0.0019117,0.0045428,0.0080746,0.0019383,0.0178872,0.0223887
2023-01-04,29513905520,1256.42,3.71E-05,84.8389598,102.7094874,1.9292951,1.1172765,1.1266953,2.6774587,4.7590490,1.1423809,10.5424102,13.1954691,119095142845,0.81,9.65E-08,0.2207054,0.2671949,0.0050190,0.0029066,0.0029311,0.0069653,0.0123805,0.0029719,0.0274257,0.0343275
2023-01-05,25709158256,1250.73,3.22E-05,73.5673709,89.0636445,1.6729716,0.9688366,0.9770041,2.3217352,4.1267682,0.9906057,9.1417599,11.4423370,97008316761,0.79,7.66E-08,0.1753355,0.2122683,0.0039872,0.0023091,0.0023285,0.0055335,0.0098355,0.0023609,0.0217879,0.0272709
2023-01-06,24515619991,1268.71,3.11E-05,71.1605105,86.1498017,1.6182379,0.9371398,0.9450400,2.2457763,3.9917552,0.9581967,8.8426743,11.0679848,100673803581,0.8,8.05E-08,0.1842639,0.2230774,0.0041903,0.0024266,0.0024471,0.0058152,0.0103363,0.0024812,0.0228973,0.0286596
2023-01-07,18714982021,1263.86,2.37E-05,54.1155647,65.5144986,1.2306244,0.7126684,0.7186763,1.7078497,3.0356174,0.7286816,6.7246049,8.4168908,77762052988,0.81,6.30E-08,0.1441075,0.1744624,0.0032771,0.0018978,0.0019138,0.0045479,0.0080837,0.0019404,0.0179073,0.0224138
2023-01-08,22169765554,1288.62,2.86E-05,65.3611642,79.1288777,1.4863569,0.8607660,0.8680224,2.0627530,3.6664403,0.8801068,8.1220256,10.1659806,86361315980,0.84,7.25E-08,0.1659711,0.2009313,0.0037743,0.0021857,0.0022042,0.0052379,0.0093102,0.0022348,0.0206242,0.0258144
2023-01-09,26543481375,1320.11,3.50E-05,80.1681415,97.0548052,1.8230775,1.0557647,1.0646649,2.5300509,4.4970390,1.0794870,9.9619967,12.4689910,130185447922,0.84,1.09E-07,0.2501932,0.3028941,0.0056896,0.0032949,0.0033227,0.0078959,0.0140346,0.0033689,0.0310900,0.0389139
2023-01-10,24832851982,1335.42,3.32E-05,75.8714331,91.8530357,1.7253675,0.9991797,1.0076029,2.3944498,4.2560148,1.0216306,9.4280714,11.8007004,97985263368,0.86,8.43E-08,0.1927938,0.2334040,0.0043843,0.0025390,0.0025604,0.0060844,0.0108148,0.0025960,0.0239573,0.0299863
2023-01-11,25466337456,1388.95,3.54E-05,80.9257835,97.9720375,1.8403068,1.0657424,1.0747267,2.5539616,4.5395390,1.0896889,10.0561441,12.5868313,115396325231,0.89,1.03E-07,0.2349718,0.2844664,0.0053434,0.0030944,0.0031205,0.0074155,0.0131808,0.0031640,0.0291985,0.0365465
2023-01-12,25397758826,1416.05,3.60E-05,82.2825599,99.6146059,1.8711608,1.0836103,1.0927453,2.5967805,4.6156475,1.1079582,10.2247423,12.7978581,150217023409,0.92,1.38E-07,0.3161847,0.3827860,0.0071903,0.0041640,0.0041991,0.0099786,0.0177364,0.0042575,0.0392903,0.0491779
2023-01-13,29480606306,1451.18,4.28E-05,97.8794469,118.4968303,2.2258445,1.2890116,1.2998781,3.0890074,5.4905563,1.3179748,12.1628705,15.2237276,105766084926,0.93,9.84E-08,0.2250418,0.2724447,0.0051176,0.0029637,0.0029886,0.0071022,0.0126237,0.0030303,0.0279645,0.0350020
2023-01-14,27988987982,1550.07,4.34E-05,99.2595537,120.1676435,2.2572291,1.3071868,1.3182065,3.1325626,5.5679735,1.3365583,12.3343678,15.4383832,264033246678,1,2.64E-07,0.6040772,0.7313203,0.0137371,0.0079553,0.0080224,0.0190643,0.0338858,0.0081341,0.0750649,0.0939554
2023-01-15,23739712895,1552.71,3.69E-05,84.3334027,102.0974395,1.9177984,1.1106186,1.1199813,2.6615037,4.7306897,1.1355734,10.4795878,13.1168370,110081088986,0.98,1.08E-07,0.2468156,0.2988050,0.0056128,0.0032504,0.0032778,0.0077893,0.0138451,0.0033234,0.0306702,0.0383886
2023-01-16,27887418109,1577.02,4.40E-05,100.6188433,121.8132547,2.2881402,1.3250878,1.3362584,3.1754609,5.6442229,1.3548615,12.5032783,15.6498009,152716036193,1.02,1.56E-07,0.3563844,0.4314534,0.0081044,0.0046934,0.0047329,0.0112472,0.0199914,0.0047988,0.0442857,0.0554304
2023-01-17,26891033300,1565.15,4.21E-05,96.2935654,116.5768978,2.1897805,1.2681265,1.2788170,3.0389581,5.4015961,1.2966204,11.9658029,14.9770667,109484486770,0.99,1.08E-07,0.2479828,0.3002181,0.0056393,0.0032658,0.0032933,0.0078262,0.0139106,0.0033392,0.0308153,0.0385701
2023-01-18,33560576341,1512.28,5.08E-05,116.1168993,140.5758303,2.6405765,1.5291875,1.5420788,3.6645688,6.5135878,1.5635473,14.4291254,18.0602987,194581921852,0.94,1.83E-07,0.4184698,0.5066166,0.0095163,0.0055110,0.0055574,0.0132066,0.0234741,0.0056348,0.0520006,0.0650869
2023-01-19,24745685461,1551.2,3.84E-05,87.8215496,106.3203316,1.9971212,1.1565553,1.1663053,2.7715872,4.9263576,1.1825423,10.9130381,13.6593676,101736916950,0.95,9.67E-08,0.2211241,0.2677018,0.0050285,0.0029121,0.0029366,0.0069785,0.0124040,0.0029775,0.0274777,0.0343926
2023-01-20,25720620233,1659.02,4.27E-05,97.6263090,118.1903712,2.2200880,1.2856779,1.2965164,3.0810186,5.4763565,1.3145662,12.1314146,15.1843557,111540793674,1.03,1.15E-07,0.2628481,0.3182145,0.0059773,0.0034615,0.0034907,0.0082953,0.0147445,0.0035393,0.0326625,0.0408822
2023-01-21,21072475142,1626.68,3.43E-05,78.4244513,94.9438231,1.7834248,1.0328014,1.0415080,2.4750213,4.3992266,1.0560077,9.7453191,12.1977853,147685589451,0.99,1.46E-07,0.3345085,0.4049695,0.0076069,0.0044053,0.0044424,0.0105569,0.0187643,0.0045043,0.0415673,0.0520279
2023-01-22,19312151668,1627.79,3.14E-05,71.9221814,87.0719113,1.6355588,0.9471705,0.9551553,2.2698141,4.0344811,0.9684528,8.9373224,11.1864516,107870338442,0.99,1.07E-07,0.2443268,0.2957919,0.0055562,0.0032176,0.0032448,0.0077108,0.0137055,0.0032899,0.0303610,0.0380015
2023-01-23,23115320837,1626.47,3.76E-05,86.0161092,104.1345923,1.9560642,1.1327788,1.1423283,2.7146087,4.8250813,1.1582316,10.6886873,13.3785576,125686832504,0.99,1.24E-07,0.2846812,0.3446466,0.0064738,0.0037491,0.0037807,0.0089843,0.0159692,0.0038333,0.0353756,0.0442780
2023-01-24,30754508640,1556.12,4.79E-05,109.4928319,132.5564655,2.4899407,1.4419527,1.4541085,3.4555178,6.1420101,1.4743523,13.6059937,17.0300211,129256203671,0.96,1.24E-07,0.2838941,0.3436938,0.0064559,0.0037387,0.0037702,0.0089595,0.0159251,0.0038227,0.0352778,0.0441556
2023-01-25,25825941797,1610.94,4.16E-05,95.1851820,115.2350438,2.1645751,1.2535298,1.2640972,3.0039783,5.3394212,1.2816957,11.8280709,14.8046738,133770911627,0.99,1.32E-07,0.3029917,0.3668140,0.0068902,0.0039902,0.0040239,0.0095622,0.0169963,0.0040799,0.0376509,0.0471260
2023-01-26,26205253084,1601.35,4.20E-05,96.0082235,116.2314513,2.1832917,1.2643688,1.2750276,3.0299529,5.3855898,1.2927782,11.9303452,14.9326859,183370650826,1.13,2.07E-07,0.4740696,0.5739279,0.0107807,0.0062432,0.0062958,0.0149613,0.0265930,0.0063835,0.0589097,0.0737346
2023-01-27,25377717914,1597.86,4.06E-05,92.7737480,112.3156640,2.1097375,1.2217727,1.2320724,2.9278751,5.2041516,1.2492251,11.5284170,14.4296102,175786549829,1.16,2.04E-07,0.4665277,0.5647974,0.0106092,0.0061439,0.0061957,0.0147233,0.0261699,0.0062819,0.0579725,0.0725616
2023-01-28,18813456271,1572.46,2.96E-05,67.6833750,81.9402403,1.5391655,0.8913481,0.8988623,2.1360404,3.7967049,0.9113760,8.4105923,10.5271668,114721443460,1.15,1.32E-07,0.3018396,0.3654193,0.0068640,0.0039750,0.0040086,0.0095258,0.0169317,0.0040644,0.0375077,0.0469468
2023-01-29,23135740585,1645.46,3.81E-05,87.0972708,105.4434904,1.9806506,1.1470170,1.1566865,2.7487294,4.8857291,1.1727897,10.8230365,13.5467166,128557935216,1.18,1.52E-07,0.3470681,0.4201747,0.0078926,0.0045707,0.0046092,0.0109532,0.0194688,0.0046734,0.0431280,0.0539814
2023-01-30,21825804088,1566.49,3.42E-05,78.2224998,94.6993324,1.7788323,1.0301418,1.0388260,2.4686478,4.3878981,1.0532884,9.7202239,12.1663747,167553835437,1.09,1.83E-07,0.4178445,0.5058595,0.0095021,0.0055028,0.0055491,0.0131869,0.0234390,0.0056264,0.0519229,0.0649896
2023-01-31,30245226857,1585.47,4.80E-05,109.7106243,132.8201337,2.4948935,1.4448209,1.4570009,3.4623912,6.1542272,1.4772850,13.6330574,17.0638955,149480034809,1.11,1.66E-07,0.3796120,0.4595737,0.0086326,0.0049993,0.0050414,0.0119803,0.0212944,0.0051116,0.0471720,0.0590431
2023-02-01,30951074759,1641.61,5.08E-05,116.2464060,140.7326162,2.6435215,1.5308931,1.5437987,3.6686559,6.5208525,1.5652912,14.4452183,18.0804415,200354387154,1.19,2.38E-07,0.5454810,0.6603814,0.0124046,0.0071836,0.0072442,0.0172150,0.0305988,0.0073451,0.0677835,0.0848417
2023-02-02,32389670787,1642.74,5.32E-05,121.7332389,147.3751988,2.7682958,1.6031512,1.6166660,3.8418166,6.8286368,1.6391729,15.1270330,18.9338388,277569025537,1.18,3.28E-07,0.7493536,0.9071979,0.0170408,0.0098685,0.0099517,0.0236491,0.0420351,0.0100903,0.0931175,0.1165511
2023-02-03,33686520435,1663.97,5.61E-05,128.2435281,155.2568191,2.9163442,1.6888877,1.7031253,4.0472768,7.1938321,1.7268358,15.9360261,19.9464198,232384891832,1.25,2.90E-07,0.6645868,0.8045758,0.0151132,0.0087522,0.0088260,0.0209739,0.0372801,0.0089489,0.0825841,0.1033668
2023-02-04,26322246409,1666.89,4.39E-05,100.3838164,121.5287217,2.2827956,1.3219926,1.3331372,3.1680436,5.6310391,1.3516968,12.4740729,15.6132459,171784495742,1.25,2.15E-07,0.4912785,0.5947617,0.0111720,0.0064698,0.0065244,0.0155044,0.0275583,0.0066152,0.0610481,0.0764112
2023-02-05,23794846802,1629.8,3.88E-05,88.7260276,107.4153294,2.0176896,1.1684667,1.1783171,2.8001319,4.9770944,1.1947214,11.0254320,13.8000460,183148051814,1.2,2.20E-07,0.5028256,0.6087410,0.0114346,0.0066219,0.0066777,0.0158688,0.0282060,0.0067707,0.0624830,0.0782072
2023-02-06,28478691953,1614.31,4.60E-05,105.1818454,127.3374103,2.3919060,1.3851797,1.3968569,3.3194661,5.9001850,1.4163037,13.0702942,16.3595097,200982767268,1.19,2.39E-07,0.5471918,0.6624526,0.0124435,0.0072062,0.0072669,0.0172690,0.0306948,0.0073681,0.0679961,0.0851077
2023-02-07,36817069793,1671.61,6.15E-05,140.8049727,170.4642137,3.2019999,1.8543142,1.8699463,4.4437072,7.8984674,1.8959793,17.4969588,21.9001702,228824819236,1.27,2.91E-07,0.6648760,0.8049259,0.0151197,0.0087560,0.0088298,0.0209830,0.0372963,0.0089527,0.0826200,0.1034118
2023-02-08,38656256230,1650.95,6.38E-05,146.0116549,176.7676344,3.3204034,1.9228829,1.9390931,4.6080265,8.1905367,1.9660888,18.1439608,22.7099941,287248833264,1.3,3.73E-07,0.8543492,1.0343099,0.0194285,0.0112512,0.0113461,0.0269627,0.0479248,0.0115041,0.1061647,0.1328816
2023-02-09,40353819491,1545.78,6.24E-05,142.7138565,172.7751859,3.2454092,1.8794530,1.8952970,4.5039503,8.0055465,1.9216830,17.7341639,22.1970694,473564699468,1.23,5.82E-07,1.3326566,1.6133681,0.0303055,0.0175503,0.0176982,0.0420577,0.0747555,0.0179446,0.1656009,0.2072754
2023-02-10,29368859389,1513.79,4.45E-05,101.7153560,123.1407374,2.3130757,1.3395281,1.3508206,3.2100661,5.7057319,1.3696264,12.6395351,15.8203476,456170131949,1.23,5.61E-07,1.2837066,1.5541073,0.0291924,0.0169056,0.0170481,0.0405129,0.0720096,0.0172855,0.1595182,0.1996619
2023-02-11,21415378130,1538.79,3.30E-05,75.3943695,91.2754832,1.7145187,0.9928971,1.0012673,2.3793940,4.2292539,1.0152068,9.3687897,11.7265001,425183072842,1.25,5.31E-07,1.2159614,1.4720922,0.0276518,0.0160135,0.0161485,0.0383749,0.0682095,0.0163733,0.1511000,0.1891252
2023-02-12,21067638895,1515.42,3.19E-05,73.0436878,88.4296525,1.6610626,0.9619401,0.9700493,2.3052081,4.0973922,0.9835542,9.0766851,11.3608857,406822940811,1.24,5.04E-07,1.1541465,1.3972566,0.0262461,0.0151994,0.0153275,0.0364241,0.0647419,0.0155409,0.1434186,0.1795107
2023-02-13,29595631552,1506.37,4.46E-05,101.9983347,123.4833230,2.3195108,1.3432548,1.3545786,3.2189967,5.7216056,1.3734368,12.6746991,15.8643608,361461517111,1.19,4.30E-07,0.9841082,1.1914013,0.0223793,0.0129601,0.0130693,0.0310578,0.0552036,0.0132513,0.1222890,0.1530637
2023-02-14,64056071186,1556.14,9.97E-05,228.0566685,276.0946572,5.1861622,3.0033649,3.0286836,7.1973102,12.7928591,3.0708484,28.3391847,35.4709053,459945026530,1.26,5.80E-07,1.3258985,1.6051865,0.0301518,0.0174613,0.0176085,0.0418444,0.0743764,0.0178536,0.1647612,0.2062243
2023-02-15,42442291537,1675.34,7.11E-05,162.6805355,196.9476577,3.6994649,2.1424017,2.1604625,5.1340848,9.1255791,2.1905400,20.2152990,25.3025966,379401506016,1.33,5.05E-07,1.1544749,1.3976542,0.0262535,0.0152037,0.0153319,0.0364344,0.0647604,0.0155453,0.1434594,0.1795618
2023-02-16,44451859861,1638.41,7.28E-05,166.6273693,201.7258549,3.7892186,2.1943791,2.2128780,5.2586442,9.3469771,2.2436853,20.7057475,25.9164693,512822950849,1.37,7.03E-07,1.6073921,1.9459741,0.0365532,0.0211684,0.0213468,0.0507282,0.0901668,0.0216440,0.1997406,0.2500065
2023-02-17,40142664080,1694.3,6.80E-05,155.6074240,188.3846619,3.5386176,2.0492533,2.0665287,4.9108623,8.7288123,2.0952985,19.3363674,24.2024767,425347123073,1.53,6.51E-07,1.4889110,1.8025361,0.0338588,0.0196080,0.0197733,0.0469890,0.0835206,0.0200486,0.1850177,0.2315785
2023-02-18,30627715818,1691.98,5.18E-05,118.5614891,143.5353498,2.6961681,1.5613813,1.5745439,3.7417183,6.6507173,1.5964644,14.7328993,18.4405191,369722505245,1.49,5.51E-07,1.2603639,1.5258477,0.0286615,0.0165982,0.0167381,0.0397762,0.0707002,0.0169712,0.1566176,0.1960313
2023-02-19,29673223535,1681.25,4.99E-05,114.1381521,138.1802785,2.5955784,1.5031287,1.5158002,3.6021209,6.4025898,1.5369029,14.1832387,17.7525332,341842452934,1.48,5.06E-07,1.1575014,1.4013182,0.0263224,0.0152436,0.0153721,0.0365299,0.0649301,0.0155861,0.1438355,0.1800325
2023-02-20,37171212039,1703.53,6.33E-05,144.8739561,175.3902902,3.2945313,1.9079001,1.9239840,4.5721215,8.1267174,1.9507693,18.0025861,22.5330415,231043181657,1.48,3.42E-07,0.7823277,0.9471176,0.0177907,0.0103028,0.0103896,0.0246897,0.0438847,0.0105343,0.0972150,0.1216797
2023-02-21,37349599727,1659.64,6.20E-05,141.8187511,171.6915350,3.2250539,1.8676650,1.8834097,4.4757014,7.9553354,1.9096301,17.6229347,22.0578487,252634877427,1.39,3.51E-07,0.8034187,0.9726512,0.0182703,0.0105805,0.0106697,0.0253553,0.0450678,0.0108183,0.0998358,0.1249601
2023-02-22,40866932589,1643.28,6.72E-05,153.6446429,186.0084394,3.4939826,2.0234046,2.0404622,4.8489183,8.6187099,2.0688691,19.0924648,23.8971946,280742441719,1.4,3.93E-07,0.8992282,1.0886422,0.0204491,0.0118423,0.0119421,0.0283790,0.0504423,0.0121084,0.1117415,0.1398619
2023-02-23,42639674435,1650.59,7.04E-05,161.0226245,194.9405234,3.6617629,2.1205681,2.1384448,5.0817623,9.0325784,2.1682158,20.0092807,25.0447326,424635801102,1.35,5.73E-07,1.3115480,1.5878132,0.0298255,0.0172723,0.0174179,0.0413915,0.0735714,0.0176604,0.1629779,0.2039923
2023-02-24,34956299586,1607.86,5.62E-05,128.5900885,155.6763792,2.9242252,1.6934517,1.7077277,4.0582140,7.2132724,1.7315024,15.9790910,20.0003222,274505671554,1.27,3.49E-07,0.7976068,0.9656152,0.0181381,0.0105040,0.0105925,0.0251719,0.0447418,0.0107400,0.0991136,0.1240562
2023-02-25,24663365746,1594.76,3.93E-05,89.9873554,108.9423441,2.0463731,1.1850777,1.1950680,2.8399385,5.0478487,1.2117055,11.1821693,13.9962273,197232847771,1.25,2.47E-07,0.5640571,0.6828704,0.0128270,0.0074283,0.0074909,0.0178013,0.0316408,0.0075952,0.0700919,0.0877309
2023-02-26,24307982693,1641.47,3.99E-05,91.2884177,110.5174629,2.0759601,1.2022118,1.2123466,2.8809991,5.1208319,1.2292247,11.3438443,14.1985886,212913408105,1.28,2.73E-07,0.6235148,0.7548524,0.0141791,0.0082113,0.0082805,0.0196777,0.0349761,0.0083958,0.0774803,0.0969787
2023-02-27,27327787901,1633.45,4.46E-05,102.1278372,123.6401040,2.3224558,1.3449603,1.3562985,3.2230837,5.7288701,1.3751806,12.6907916,15.8845031,213274666496,1.23,2.62E-07,0.6001754,0.7265967,0.0136484,0.0079039,0.0079706,0.0189411,0.0336669,0.0080815,0.0745801,0.0933486
2023-02-28,29019407899,1604.71,4.66E-05,106.5415271,128.9834960,2.4228261,1.4030858,1.4149140,3.3623767,5.9764564,1.4346122,13.2392534,16.5709885,327388427209,1.2,3.93E-07,0.8988317,1.0881621,0.0204400,0.0118371,0.0119368,0.0283665,0.0504200,0.0121030,0.1116922,0.1398002
2023-03-01,35831060580,1665.59,5.97E-05,136.5405284,165.3015044,3.1050236,1.7981541,1.8133128,4.3091243,7.6592531,1.8385573,16.9670428,21.2368978,323945634818,1.25,4.05E-07,0.9264371,1.1215824,0.0210678,0.0122006,0.0123035,0.0292377,0.0519686,0.0124747,0.1151226,0.1440939
2023-03-02,33605840367,1647.77,5.54E-05,126.6908247,153.3770533,2.8810347,1.6684396,1.6825048,3.9982745,7.1067331,1.7059282,15.7430813,19.7049193,206943423497,1.23,2.55E-07,0.5823587,0.7050270,0.0132432,0.0076693,0.0077340,0.0183788,0.0326675,0.0078416,0.0723661,0.0905774
2023-03-03,34761706713,1569.61,5.46E-05,124.8322100,151.1269390,2.8387685,1.6439628,1.6578216,3.9396179,7.0024739,1.6809015,15.5121228,19.4158388,257624768646,1.17,3.01E-07,0.6896159,0.8348770,0.0156823,0.0090818,0.0091584,0.0217638,0.0386841,0.0092859,0.0856943,0.1072598
